week;treat;flume;C12.0;C13.0;C14.0;C15.0;C16.0;C17.0;C18.0;C20.0;C21.0;C22.0;C23.0;C24.0;C14.1;C15.1;C16.1;C17.1;C18.1;C20.1;C22.1;C24.1;C18.2;C18.3_GLA;C18.3_ALA;;C20.2;C20.3a;C20:3b;C20.4_ARA;C20.5_EPA;;C22.2;C22.6_DHA
Week1;Crayfish;5;0.053544921108087;0;3.32355652872064;0.877428126357136;15.2568592740351;0.642162038965714;4.11136448788172;0.118744742997729;0;0.0159034762672826;0;0;0;0;7.01934504148412;0.72089544581333;4.70516024945807;0.0263210860157472;0;0;6.11414965688462;0.66868162574726;2.77272712914759;;0;0;0.132614693291293;0.950143024911893;20.437385448185;;0;0
Week1;Crayfish;2;0;0;1.55399004422263;0.674181561753404;9.9524554892511;0.472115811550134;3.21844488788235;0.0989247414611805;0.0142461274243563;0.0395358477713712;0;0;0;0.028545012774316;6.4460395643616;0.618054765204638;2.81217388600669;0.00495280279166914;0;0.000740579071581345;4.97082466890967;0.479816960814611;1.29162106265892;;0;0;0.153670911618456;0.651085020447364;13.3367005632652;;0;0
Week1;ALAN+Crayfish;11;0;0;0.523292436442331;0.191600426156755;8.55396514157937;0.352528901550647;3.92815196187851;0.0894222901448202;0;0.0893339646523739;0;0;0;0;5.01801283719702;0.325922114993297;2.62794539511764;0;0;0;4.11540336800998;0.581173344589021;1.31886887750221;;0;0;0.103725000110699;0.674539599768682;15.6712062910289;;0;0
Week6;Crayfish;12;0;0;0.236710689064894;0.250262088785309;3.66483428988892;0.738468796197758;2.37058701970231;0.186725567731921;0;0.0781405131860859;0;0.0192934616710259;0;0;2.00124551289809;0.49266834122503;1.72445020975782;0.0107847248364311;0.103374830665854;0;2.12359899778547;0.0246216687943388;0.471002075122796;;0.00128769282622796;0;0;0.508433545176238;2.57125743529999;;0;0.0354657282357503
Week6;Control;10;0;0;0.422649759895289;0.309734602033275;3.60672613904607;0.570919222804414;2.36835502355464;0.189350242155245;0;0.0771006245827655;0.0483043782252265;0.0546076903312333;0;0;2.17870508309427;0.145775456053883;1.68457647105828;0.04574874235645;0.0717299026793885;0;2.84474370090184;0.081430349471407;0.670966146339736;;0.021719123675846;0;0.0717775684287094;0.780219430964083;4.89481879591866;;0.0095158228485319;0.0299162991701316
Week6;Crayfish;5;0.285381007766251;0.505433610233055;0.762378366859587;0.181609705385957;4.17524486016775;0.53586906247031;2.43204275844264;0.184871305299174;0;0.113920958174908;0.0955442860877707;0.0489988382093157;0.164955563691309;0.015820527376576;1.31063665254687;0.0711943798342469;1.7349088183974;0.0307972912024933;0.253415567679546;0;3.0737446816523;0.000492981173553867;0.774772271215494;;0.0056866012409611;0.00165955487807026;0;0.407207591384064;1.15244239351852;;0.0242751556752139;0.030466100684976
Week6;ALAN;16;0;0.225150721003155;0.534907913724832;0.174685370171931;2.31951005399775;0.554185456433453;2.31885792633297;0.206133862870638;0;0.0782326822139523;0;0.0902362621766404;0;0;1.17774803043583;0.0826320974540333;1.49132176396727;0.00192065244434267;0.0617335973192401;0;2.27406983881887;0.0150841726101031;0.583338678870211;;0.175259653712426;0;0;0.968824163508628;1.10667928272587;;0;0.152371619362324
Week6;ALAN;9;0;0;0;0;1.06200583671212;0.355795442248686;0.940216483248452;0.0869450497534483;0;0;0;0;0;0.00651551780306168;0.710947788455028;0.0241309893880128;0.730647198851565;0;0.0231335099660269;0;1.05873551790429;0.011249066611528;0.233581930882991;;0;0;0;0.461403414422503;1.10990798618871;;0;0.0156449543960558
Week6;Control;7;0;0;0.0026384932800664;0.0186141006511297;1.8343322005045;0.547459532081897;1.84636959029611;0.178071139221951;0;0.0382585437096355;0;0.0162463996406016;0;0;0.80357069805626;0.29266176614413;1.20390073390118;0.0234206770719369;0.0568403347332465;0;1.66157145121262;0;0.330725299888811;;0;0;0;0.368884710889979;0.500829668576919;;0;0.00989345432835464
Week6;Crayfish;2;0;0.0398775686993106;0.253512425199783;0.211149527541854;2.55241110542909;0.572853804559249;1.82849894188096;0.164265287551889;0;0.0583712656834161;0;0.0901294397183884;0;0.262624509538931;1.53583882935042;0.455774525765592;1.24196866413729;0.0176305709441674;0.067966463981666;0;1.87860561950656;0.0104784944412613;0.536073423240933;;0;0;0;0.485419391780979;1.99077073836173;;0;0.0307015387772869
Week6;ALAN+Crayfish;11;0;0.0428427936014787;0.772493235352658;0.444818441621668;4.78148496248482;0.904802260338835;3.46734663963921;0.237603485402377;0;0.0477212116986232;0.00630609626294474;0.0953156643383358;0;0.324133041461414;3.33905428143605;0.587351909834883;2.06542324845087;0.0261094282722504;0.0946638233300196;0;3.35136559646117;0.0323380439082806;0.910625570052526;;0;0.00221674020313783;0;1.17316307370073;3.89396839623383;;0;0.0535899973017364
Week6;Crayfish;15;0;0;0.548789492502825;0.240396909918832;3.27147416298171;0.657572005606799;1.89373213333221;0.172068103813369;0;0.062745973835002;0;0;0;0;1.42422739364177;0.110679063346809;1.45687343636915;0.0247798999905243;2.61133345495015;0;2.08750829006298;0;2.74631198923695;;2.4857254848852;0;0;0.298232269744955;0.41464817098461;;0;0.168778763885917
Week6;ALAN;3;0;0.0543106995655162;0.0379646171553835;0.0158723071156316;1.90742727916405;0.491510529321205;1.74147793860016;0.173043096967756;0;0.0539564484062218;0;0.0659074479101248;0;0;0.925560335254021;0.0712635793039246;1.13575229848707;0.0267940273953867;0.222650564301972;0;1.7921594446172;1.11913231374418;0.413830835997637;;0.00964811208067838;0;0.0151236594781749;0.465834424541119;0.749512528863748;;0;0.0235399191489556
Week6;ALAN;6;0;0;0.125183200180791;0.203586882951418;3.00607527352773;0.839746833053592;3.33379817918346;0.212113658280863;0;0.0839456293199213;0;0.0624870899822524;0;0;2.06210057293824;0.555591900968833;1.85099507374957;0.0300612786036594;0.267573715888507;0;2.26533393549434;0.0363828152132097;0.438947678082491;;0.0150279231971999;0;0;0.5865848746918;1.29434505884973;;0;0.0679717857321633
Week6;Control;13;0.320131704335382;0.575066666922431;0.599011180109701;0.191723049948925;1.94432836304609;0.53543146744976;1.76277376431524;0.17704558051958;0;0.0513258110580319;0.00159452723171411;0.111431652834225;0.264897187334669;0.0549827927176915;0.874015036610603;0.360482688221765;1.017211453149;0.0209346468141259;0.116869653451126;0;1.38609837203415;0;0.332178921288887;;0.00534220991502154;0;0;0.235693818014917;0.255404222866348;;0.00437367415390746;0.0625431500167459
Week6;ALAN+Crayfish;1;0;0;0.651456056307858;0.550647113837432;4.99532793495239;0.806632376822952;2.98056918657831;0.205554676902124;0;0.0962647586101642;0;0;0;0;2.33872727021219;0.528331279856529;1.86001557392737;0.0753520747568421;0.127866318093886;0;2.57878524902868;0.0169844398504095;0.512881548584785;;0.00549876788149574;0;0;0.567760906185282;1.55702261253395;;0.0277431636460838;0.0186013872489985
Week6;ALAN+Crayfish;8;0;0.0598130623340694;0.263074240010644;0.147728476389778;1.99312047371177;0.486857551894084;1.7417256160979;0.153840528169135;0;0.0382188731950742;0;0.0495284842793492;0;0;1.18737331392709;0.278671885691917;1.03077118172258;0.00980260106064253;0.106107286436717;0.0282570914576661;1.3593108032404;0.004804441207603;0.33672707528455;;0.154495857917352;0;0.0859331164417817;0.350798769149965;1.35455382591146;;0;0.0420532301938377
Week6;ALAN+Crayfish;14;0;0;0.488166978037538;0.289294862569875;3.77476243009918;0.575627156234495;1.99453021333084;0.192459375596374;0;0.0682768694254113;0.0466568974008704;0.0566202887373107;0;0;2.04846817308449;0.54687017356886;1.6678935088719;0.0524334625548688;0.19408042461351;0;3.84784979176466;0.0823891638549325;0.90410021745853;;0.00821038121447625;0;0.0438176489183362;1.07803293403964;3.96308682735493;;0.0037939454758112;0.0315665074542851
Week6;Control;4;0;0;0;0.0420225705613487;2.33463579590168;0.646570799746793;2.37405925059337;0.215775360449287;0;0.0604204327628453;0;0.0188777552554253;0;3.00593514610831;1.4537183174572;0.427823458766924;1.70428256758314;0.0217645734437387;0.106447795705418;0;2.67617551062919;0.177655702308327;0.581018365526049;;0.00349189425280269;0;0;0.83100243404877;2.0457466536333;;0;0.0417615873257266
Week4;ALAN+Crayfish;1;0;0;0.914441235813371;0.791806355648102;6.97942186560696;0.672472137552223;2.8528200671048;0.161682437989906;0.000800955397260124;0.0814018002785232;0;0.0593984832129955;0;0;3.09114635283779;0.750748657656127;1.89268867140601;0.0708290739612071;0.138011462819044;0.0107691289666859;7.74282178045676;0.133492583150031;2.34120186813264;;0.658021467207155;0.00507012394839251;0;0.453104231868652;4.2481368918958;;0;0.014378016249199
Week4;Crayfish;2;0;0;0.0189367899738675;0.143236677907075;3.08625387186594;0.299225519677822;1.61939742167538;0.124915998734325;0;0.0162313308689057;0.00857511932733108;0.0376556168856957;0;0;1.18070251912571;0.432780320559293;2.39251212635104;0.0921302957820542;0;0.0255001886009002;9.1738449445187;0.0733556695812873;1.62099849660344;;0;0.00555093355451519;0;0.630934295158501;4.01186337975697;;0;0.00975744129490795
Week4;ALAN;3;0;0;0.238575233485913;0.330093389449323;5.12112906371927;0.450486386074661;2.46732698492535;0.153057620678542;0;0.0285590496121205;0.00877239627883853;0.0738126059590301;0;0;1.58395428440199;0.423713424359688;2.26417567585672;0.0615214518923574;0;0.0087734193775868;8.18505694717836;0.075751843529395;3.18279937828673;;0;0.002786421470392;0.000152588097524033;0.518194459401047;3.51227405703928;;0;0.0104450031353554
Week4;Control;4;0;0;0.37509998171623;0.292125157581744;4.40936982602304;0.484674966724267;2.6143819147504;0.155725989958791;0;0.0890230826823469;0.00864197228295037;0.0665462216747565;0;0;2.23320687509819;0.325199278357378;1.6102325619338;0.0651213046655864;0;0.0344304997071014;5.67762742772611;0.0605264804872146;0.930500548208741;;0;0.00133189896287789;0.00120167603452355;0.402109396915793;3.26230808889682;;0;0.0230925238918197
Week4;Crayfish;5;0;0;0;0.124782795093837;2.55619414182948;0.327598421928437;2.09854614037773;0.159497613756837;0;0.00914050698023536;0.0182034523135461;0.048786042352073;0;0;1.17739813038674;0.352860510369577;1.54382397176347;0.0368143598118601;0;0;7.54960371358071;0.0726986905855763;2.01492188580196;;0;0;0.00720573585157844;0.562540101242084;3.8494088926273;;0;0.0197768745836883
Week4;ALAN;6;0;0;0.380623100632616;0.366961125869466;5.42376814658282;0.462952516825314;2.59242467080704;0.158460286150384;0;0.085494231007048;0.0796657074802554;0.0622065322563117;0;0;1.97477212620017;0.53713918097875;1.76335618689277;0.101447868175672;0.0235021185059254;0.0126723279604175;6.92645181521068;0.106263711054874;1.75536139534721;;0.437083310766658;0.00218862991515599;0.0435666064168955;0.497131867311317;3.64840486824355;;0;0.0096847420560109
Week4;Control;7;0;0;0.640392475204958;0.539944511032504;5.99037490332219;0.414446565139464;2.34388737862488;0.116090404695172;0;0.0643494099573378;0.0200906319921199;0.0821175573714456;0;0;2.13020328974408;0.526254243175902;1.71069034657284;0.0822224464967312;0;0.00977983921853853;5.79401521528685;0.0635378025304405;1.87915514319119;;0;0.00390175589428225;0.0480105289373412;0.269569625049665;2.65926231254059;;0;0.0267416079342786
Week4;ALAN+Crayfish;8;0;0;0;0.196680061255468;2.93991944732657;0.373205208895496;1.69733288769849;0.136008114380012;0;0.0266910254679567;0;0.0624158645828248;0;0;1.14151867614248;0.108271463546992;1.34592638293841;0.0588997214288344;0;0;7.1590243485281;0.118081828686098;1.37597083109971;;0;0.0015003274982164;0.138474427371237;0.622749780377566;5.31605805005176;;0;0.0311112716800165
Week4;ALAN;9;0;0;0;0.0979828494922552;1.62961616312629;0.239058045060928;1.72477190994568;0.161415121852395;0;0.0249610157729854;0.0526877750582738;0.0609742416710199;0;0;0.589336009249983;0.252204866781913;1.20337756309362;0.0972543294439626;0;0.0378348962289263;4.85859328866797;0.0460561745357296;0.800046963165357;;0;0.00304419013479551;0;0.423529827584128;3.45037714735156;;0;0.0289200868649915
Week4;Control;10;0;0;0.493891179666928;0.400314372940846;4.54487811700139;0.436410891057751;2.21761564523895;0.13756494775018;0.0120459960913527;0.0692693516274738;0.0443644355342521;0.0753613926541597;0;0;2.28362344192016;0.467258542841624;1.55934385415597;0.0524993029911319;0;0.0126575395890467;5.90682848865636;0.0927054642481486;0.758178097072628;;0;0.00482151449096119;0.00374469972533843;0.379963204096352;3.58630743932077;;0;0.0514248521706113
Week4;ALAN+Crayfish;11;0.0810375267930021;0.0518540794947481;0;0.0633548298402273;1.81096518491268;0.178054076951222;1.96550807007512;0.151007063442972;0;0.0398568062607383;0.0149700006990599;0.0416225196176918;0.0930001306875111;0.0172783956403136;0.55188108355606;0.172028639685137;1.46736290272369;0.0350046983025005;0;0.0209784612512391;7.20496614512689;0.0877488144685888;1.32801167265989;;0;0.00780620087252973;0;0.506231956737093;4.9635022468456;;0;0.0364068885462215
Week4;Crayfish;12;0;0;0.692215399488994;0.545298757179821;5.44140774682444;0.516114652970134;2.31158314626122;0.143331744704623;0;0.0765659129009727;0.057574699636498;0.0528304189173398;0;0;2.78028647328739;0.624877597114402;1.37193824675891;0.0614354548816034;0.0970448040084296;0.00894794570393091;5.52145311415695;0.190524890261522;0.731044259522864;;0.733351270691451;0.000595524954613742;0.0580507724675712;0.346994264276668;3.60175334850506;;0;0.0118850457237176
Week4;Control;13;0;0;0;0.119375521702745;2.36202946488256;0.305456608637051;1.90666627937245;0.131080360109952;0;0.0524325599521452;0.00603077385479428;0.0519673202426199;0;0;1.08108305108545;0.252395223885713;1.41863243843351;0.064085868753839;0;0.0332444818912969;5.37390410981519;0.0512118266656278;0.852290885862768;;0.00128419974920164;0.00566128097119007;0;0.411113194076792;2.5437410805469;;0;0.024089067662612
Week4;ALAN+Crayfish;14;0;0;0;0.0816669537975151;1.58219755756996;0.206448696003514;1.77864476801778;0.15406261133849;0;0.0364972689989375;0;0.0375420998893835;0;0;0.542969913688861;0.197072340973676;1.42227915527654;0.0119583274198061;0;0.00382188533171195;7.06596666253029;0.0238742592565822;1.47977659049404;;0;0.00293428562555988;0;0.618883577923797;3.83692310797571;;0;0.0120005651783919
Week4;Crayfish;15;0;0;0;0.0868977562737889;2.70221162574512;0.32416487647652;1.9022487299056;0.156101402262543;0;0.0189678725779725;0;0.0351318350021872;0;0;1.18368524774465;0.255049370592373;1.29248043903588;0.0946410706411825;0;0.0123583960005693;7.91568188038408;0.0313699175108665;1.55074529612273;;0;0.00957322366374575;0;0.502459330095375;3.52479015255808;;0;0.00323939397036213
Week4;ALAN;16;0;0;0;0.136711994278423;3.18748069177514;0.313414016291641;1.69601137361767;0.132102533839734;0.0124151754581379;0.0238146625556295;0.0369142138428535;0.0432016071552613;0;0;1.01399024937771;0.374373290600388;1.67207778658005;0.17399614504565;0.0583466983401789;0.018881672142698;7.15270515159101;0.138265254096493;1.2527388576877;;0;0.0100640492519298;0;0.807517770002678;5.45738254844856;;0;0.0809087299746739
